title;stars;name;text
Atta'awun Puncak Mosque;5;Ubuent Yanie;
Atta'awun Puncak Mosque;5;Ray Vector;
Atta'awun Puncak Mosque;5;Septian Raharjo;
Atta'awun Puncak Mosque;5;MOHGUNTUR;
Atta'awun Puncak Mosque;5;Ekky Novanto;Masjid bersih dan selalu bersih nyaman dingin dan asri
Atta'awun Puncak Mosque;5;Renny anggra;
Atta'awun Puncak Mosque;5;Nisa Muthia;
Atta'awun Puncak Mosque;5;Bang Asror;Nyaman dan sejuk untuk ibadah, hanya saja kurang sedikit perawatan di beberapa objek
Atta'awun Puncak Mosque;5;Chairul Asror;Suasana sejuk dan tentram
Atta'awun Puncak Mosque;5;Citra Panca Warni;
Atta'awun Puncak Mosque;5;Ce;
Atta'awun Puncak Mosque;5;Achmad Ary;
Atta'awun Puncak Mosque;5;Budikuil77 Kuilnopal678;
Atta'awun Puncak Mosque;5;Arif Krisnawan;
Atta'awun Puncak Mosque;5;Lukmanul Hakim;
Atta'awun Puncak Mosque;5;Naila Nfajriah;Lumayan deket dari rumah dan barang nya cukup lengkap
Atta'awun Puncak Mosque;4;Sandy Tya Elfaris;
Atta'awun Puncak Mosque;5;Ujang Kemodd;
Atta'awun Puncak Mosque;5;Ardiansyah Ardian;
Atta'awun Puncak Mosque;5;fajar muharam;"Tempat singgah untuk sholat di kawasan puncak, tempat ny bersih dan asri..
Kesini tgl 8 Mei 2025 hanya beberapa bangunan seperti kubah ny perlu untuk dipercantik lagi dengan dicat ulang karena sudah terlihat kusam dan berlumut, mungkin faktor cuaca yg selalu mendung dan gerimis kalo sore hari..
Akan tetapi untuk tempat wudhu dan sholat ny bersih dan nyaman,, pokoknya betah berlama-lama disini"
Atta'awun Puncak Mosque;5;Girindra anggoro Purnomosidi;Bagus
Atta'awun Puncak Mosque;5;Erik Sumarna;
Atta'awun Puncak Mosque;5;suherman barends;tempat ternyaman
Atta'awun Puncak Mosque;5;rachmad riadi;
Atta'awun Puncak Mosque;5;Yetty John;
Atta'awun Puncak Mosque;5;firmansyah dede;
Atta'awun Puncak Mosque;5;Tedi Setiadi;
Atta'awun Puncak Mosque;5;فوفو يحي;
Atta'awun Puncak Mosque;5;queenthere514;
Atta'awun Puncak Mosque;5;Bullis Rebound;Tempat yg sejuk
Atta'awun Puncak Mosque;5;Mahendra wardhana;
Atta'awun Puncak Mosque;5;Faisal Hajrin;Untuk di puncak mahkota nya ada di masjid atta'awun... kesana malam2 krna ingin menikmati sekoteng yg hangat di tengah cuaca puncak yg dingin.... nikmatt
Atta'awun Puncak Mosque;5;Agus Triyanto;
Atta'awun Puncak Mosque;4;rahman abdul;
Atta'awun Puncak Mosque;5;Zha;
Atta'awun Puncak Mosque;5;Tria Agustina;Masih tetap dingin airnya dan suasanya sunset terbaik, hanya saja pengunjung ada beberapa yang masih membuang sampah sembarangan, dibawah tempat duduk masih ada sampah permen membuat lantai lengket saat terinjak. Mari jaga kebersihan masjid sama-sama ya netizen :)
Atta'awun Puncak Mosque;4;Yudi juplee;
Atta'awun Puncak Mosque;5;Bambang M;
Atta'awun Puncak Mosque;5;ROP 8888;Rest area terbaik bisa langsung sholat
Atta'awun Puncak Mosque;3;Fatta'ah Faheka;
Atta'awun Puncak Mosque;5;Reynaldi Fahreza;
Atta'awun Puncak Mosque;5;Faiz Rafid (Prapaiz);
Atta'awun Puncak Mosque;5;ulfah khulaidah;
Atta'awun Puncak Mosque;5;Iqbal Maulana Anwar;mampir kesini untuk sholat jum'at, disini parkir bayar per-jam ya, terus untuk naik ke masjid mesti buka alas kaki jadi dititipkan ke penitipan sandal/sepatu, fasilitas tempat wudhu & kamar mandi banyak, ada kursi pijat yg berbayar juga pakai waktu, untuk masjid tempat sholatnya sendiri menurut saya tidak terlalu besar tapi view dan suasana enak dan adem, banyak orang jualan tapi untuk harga kurang worth it.
Atta'awun Puncak Mosque;5;Galih Herlambang;
Atta'awun Puncak Mosque;5;Andi Juharno;Tempat Rest Area yg paling di sukai klo dari cianjur ,Bandung atau sebalik nya dari Bogor.
Atta'awun Puncak Mosque;5;Azima fayza Rahmila;
Atta'awun Puncak Mosque;5;Rento Aditya;
Atta'awun Puncak Mosque;2;Muhamad azis;
Atta'awun Puncak Mosque;5;Mohamad Rosita;
Atta'awun Puncak Mosque;5;fadjar danhu;
Atta'awun Puncak Mosque;5;nur reni;
Atta'awun Puncak Mosque;5;BegundaL sufi 38;
Atta'awun Puncak Mosque;5;Lass Three;
Atta'awun Puncak Mosque;5;Dodi Rosadi;
Atta'awun Puncak Mosque;5;Muhamad Nahrowi;Bagus
Atta'awun Puncak Mosque;5;aprilia Mardareni;"Tempat yg bagus ...
Nyaman , parkir kalau weekend suka ga dpt
spot foto gratis ada
Ada yg berbayar juga"
Atta'awun Puncak Mosque;5;Zaki Adi Prabowo;Place for prayer. Quite nice atmosphere
Atta'awun Puncak Mosque;5;Suparman Psd;
Atta'awun Puncak Mosque;5;maulidamalia;
Atta'awun Puncak Mosque;5;Zaenal Abidin;
Atta'awun Puncak Mosque;5;Frisca Muliya Purnama;Bagus bgt masjid nya dan sukanya ada tempat penitipan sendalnya yg jaga juga ramah bgt, dan warung² di sana juga ramah² penjualnya,,, tapi nggak suka nya sma tukang parkir di depan pas pintu masuk masjidnya di hadang buat parkir di depan padahal parkiran di dalem masih bisa,, next klo nyari duit jngan kya gtu karna terkesan maksa buat patkir di luar dan lebih kaget nya di mintain parkir dluan nnti klo kendaraan saya knp² yg mau di salahkan siapa kan nggak ada lepas tanggung jawab kalian yg jaga parkur di depan,,,
Atta'awun Puncak Mosque;5;Deny Nugraha;
Atta'awun Puncak Mosque;5;Chewinx Belo;
Atta'awun Puncak Mosque;4;Ida Farida;bagus  cuma makann y mhl2 klo jjln d sana d skitar mesjid
Atta'awun Puncak Mosque;5;Idel Murad;Tempat sholat yg legend di kawasan wisata puncak jabar,menjadi tujuan tuk ibadah dan melihat pemandangan kebun teh yg sangat indah beserta keluarga....sayangnya saat ini perawatan mesjid kurang maksimal,terutama kelihatan dari cat yg sdh kusam...
Atta'awun Puncak Mosque;5;Dewi Sapto Rini;
Atta'awun Puncak Mosque;4;Anton Jaelani;
Atta'awun Puncak Mosque;5;romeoindiaoscar;
Atta'awun Puncak Mosque;5;Tukang Makan;"Adem banget suasananya..
Mesjidnya Bersih, airnya dingin beud..
Banyak yg jualan jajanan, enak².."
Atta'awun Puncak Mosque;5;Raden umay;
Atta'awun Puncak Mosque;5;Aldy;Bersih banget, wc bersih, sangat terawat... Hanya area parkir harus diperbaiki jalannya jelek dan bahaya utk pemotor
Atta'awun Puncak Mosque;5;Taufik Hidayat;Beautiful mosque in Puncak. Nice view with surrounded by tea garden. Near from puncak pass. The water is so cold, especially in the morning. Enjoying the hot ginger drink in cold air. The parking area should be expanded. Always come here when passing by.
Atta'awun Puncak Mosque;5;Nur Rini;
Atta'awun Puncak Mosque;5;Rizal Fathoni;
Atta'awun Puncak Mosque;5;Imam Akbar;Good
Atta'awun Puncak Mosque;5;Lilik Muslikha;
Atta'awun Puncak Mosque;5;fani;Kaos Hijau 💚
Atta'awun Puncak Mosque;1;Komar Bekty;
Atta'awun Puncak Mosque;5;mizi zii;Enak si masjid nya, tpi warung nya pada mahal mahal najis
Atta'awun Puncak Mosque;5;Anggi Dias rahayu;Masjidnya luas adem bersih sangat nyaman , setiap mau ke puncak istirahat santai diteras masjid banyak yg jualan, tapi rada Shik Shak Shok karna banyak anak kecil yg berenang di air Deket batas suci dan tempat wudhu dijadikan tempat mandi bilas anak kecil 😂
Atta'awun Puncak Mosque;5;Rifqah F;Jika datang pagi ketika shalat subuh masih tidak terlalu ramai, bisa sarapan sambil menghirup udara segar
Atta'awun Puncak Mosque;5;Khoirul Abdi1808;
Atta'awun Puncak Mosque;5;Efa Musyaropah;
Atta'awun Puncak Mosque;5;Samsuri Sam;Lingkungan bersih cocok untuk bersantai
Atta'awun Puncak Mosque;5;Achmad Hidayat;Mantap lah pokoknya ,,
Atta'awun Puncak Mosque;5;HG-Tube;
Atta'awun Puncak Mosque;5;Eko Heri Sutrisno;
Atta'awun Puncak Mosque;5;Fauzan Mardiansyah;
Atta'awun Puncak Mosque;5;Apri Putri;
Atta'awun Puncak Mosque;5;Indra Hermawan;Mesjid iconic di wilayah puncak..wajib banget mampir kalau ke puncak. Mesjid nya adem dan dingin banget..buat anak2 juga cocok di pinggir nya ada sungai kecil buat sekedar maen air pasti pada seneng
Atta'awun Puncak Mosque;5;Mustika Asri;"Berikut beberapa review tentang rest area at ta'awun

- *HTM* :
- parkir berbayar

- Lokasi  : terletak di Bogor

- akses : mudah dijangkau menggunakan kendaraan pribadi atau umum.

- *Fasilitas*:
- Food court dan kios tenda
- Kolam ikan
- Tempat parkir,
- toilet,
- masjid

- *Aktivitas*:
- Bersantai dan menikmati pemandangan

- *Keunikan*:
- Menawarkan suasana alam

- *Tips*:
- Pastikan untuk mematuhi aturan dan menjaga kebersihan
- Jangan lupa membawa kamera untuk mengabadikan momen"
Atta'awun Puncak Mosque;5;Mridhokhadafi Khadafi;
Atta'awun Puncak Mosque;5;3.&0;
Atta'awun Puncak Mosque;5;ibnoe 87;
Atta'awun Puncak Mosque;4;Vanri Sianturi;
Atta'awun Puncak Mosque;5;Pucit balinese;Coba in mkan diresto nya enak bgt apalagi sambel nampol 😋🤗
Atta'awun Puncak Mosque;5;Saepulloh N;
Atta'awun Puncak Mosque;5;Ale Nur imam mustaqim;
Atta'awun Puncak Mosque;5;ryan resdiana;
Atta'awun Puncak Mosque;5;Miftahul Jannah;
Atta'awun Puncak Mosque;5;ahmad jayadi;
Atta'awun Puncak Mosque;5;Sinta Luciawati;
Atta'awun Puncak Mosque;5;Lidya Raihana Atikah;
Atta'awun Puncak Mosque;5;Irma Safitri;
Atta'awun Puncak Mosque;4;sumiarti budiono;
Atta'awun Puncak Mosque;5;Shohibus Subhan;Masyaallah tempat nya sejuk, syahdu, ibadah jadi khusu
Atta'awun Puncak Mosque;4;Wipi Juniarto;Ini masjid legend Bogor sayangnya untuk tempat parkir itu sangat jelek permukaan tanahnya padahal banyak yg bayar parkir tapi akses parkirnya ga pernah benar, untuk suasana masjidnya padahal cukup nyaman apa lagi d puncak
Atta'awun Puncak Mosque;5;Juli Hartono;"Sejuk dan nyaman sebagai oase masjid d pegunungan yang sering digunakan sebagai sarana transit perjalanan.

Selalu ramai pengunjung, kebersiham dan ketertiban masjid terpelihara dg baik. Semoga bisa istiqomah dipertahankan.."
Atta'awun Puncak Mosque;5;Kms Zainal Abidin;Dulu saat KKL pernah ke sini, untuk kedua kalinya berkunjung kembali bersama keluarga. Masjidnya bersih terawat, udaranya sejuk dan dingin suasananya juga asri, Subhanallah pokoknya..
Atta'awun Puncak Mosque;5;Faisal Satriafauzi;Jual beli rumah terpercaya
Atta'awun Puncak Mosque;5;Rentana Andhika;Banyak memory di masjid ini semoga bisa kembali lagi dan salat disini. Pemandangannya, udara nya, dan memory nya
Atta'awun Puncak Mosque;5;Noer Diansyah;
Atta'awun Puncak Mosque;5;Anggun Priyatmoko;
Atta'awun Puncak Mosque;5;Hijrah Saputra;
Atta'awun Puncak Mosque;5;Otnasus Zhuga;Lebih rapih
Atta'awun Puncak Mosque;5;Dilah Jangan Menangis;Mesjid dengan yg punya pemandangan indah , tempatnya bersih dan selalu ramai di waktu akhir pekan. Klo maen ke puncak selalu mampir.
Atta'awun Puncak Mosque;5;priyatna awaludin jamil;
Atta'awun Puncak Mosque;5;Hermawan DM;
Atta'awun Puncak Mosque;5;Habibie Velayati;
Atta'awun Puncak Mosque;5;Sang Adjie;Ga bosen datang kesini walaupun cuma 1 jam pulang lagi
Atta'awun Puncak Mosque;5;Arief Nurohman;Masjid paling favorit, kalau kepuncak pasti kesini sukses buat Dkm nya, semoga Allah Swt merahmati semua. Aamiin🤲
Atta'awun Puncak Mosque;5;Eko Marsudi utomo;Suasan sejuk dan pemandangan indah sekaligus bisa sekalian sholat
Atta'awun Puncak Mosque;5;El Hamid;
Atta'awun Puncak Mosque;5;Ahmad Andi Azis;Okeee
Atta'awun Puncak Mosque;5;alfat syah;
Atta'awun Puncak Mosque;5;Abraham “bram”;
Atta'awun Puncak Mosque;4;Ali Michael;
Atta'awun Puncak Mosque;5;deden effendi;
Atta'awun Puncak Mosque;5;Uzank Sulaeman;
Atta'awun Puncak Mosque;5;bangku Subian;
Atta'awun Puncak Mosque;5;syarif blitzbiruu;Masjidnya Bagus dan nyaman
Atta'awun Puncak Mosque;4;Bari Mben;
Atta'awun Puncak Mosque;5;Muhammad Hendra;
Atta'awun Puncak Mosque;5;ivix tauvix;Masjid nya bersih yg terpenting dijaga kesuciannya, selalu mampir ke sini untuk solat sunnah ataupun solat wajib. Banyak yg jualan diluar masjid. Tempat favorit klu kepuncak.
Atta'awun Puncak Mosque;4;Mochammad Sugiat Pribadi;"Mesjid iqonic di puncak bogor.
Pengalaman pertama sholat jumat disini, cukup rame dengan jamaah wisatawan.

Sholat jumat dengan suasana diguyur hujan. Adeeemmm.

Fasilitas cukup lengkap dan banyak, toilet pria & wanita lumayan banyak. Ada tempat untuk istirahat dengan di sediakan kursi pijat berbayar.
Membantu para wisatawan untuk merileks kan otot2 setelah lelah perjalanan."
Atta'awun Puncak Mosque;5;Anggra Widodo;
Atta'awun Puncak Mosque;5;Lakui Tours;
Atta'awun Puncak Mosque;5;Deri Hidayat;
Atta'awun Puncak Mosque;5;Mozadi Idmas;Mohon di jaga kebersamaan dan keberagaman masjid ini, hindari tempat ini  menjadi masjid hanya untuk kelompok tertentu.
Atta'awun Puncak Mosque;5;Hendra yuwono;
Atta'awun Puncak Mosque;5;zahra alyananda;Tempat nya bersih, kamar mandi, air nya bersih, sangat nyaman untuk sholat, teras nya cocok untuk istirahat, ada foodcourt di samping nya, harga juga worth it
Atta'awun Puncak Mosque;5;Zafran Zain;
Atta'awun Puncak Mosque;4;Ahmad35 He;aspal parkir mobil maupun motor pada ancur jalan untuk akses kemasjid .
Atta'awun Puncak Mosque;5;Blow On;
Atta'awun Puncak Mosque;5;wira agus;Tempat nya bagus, tapi parkiran harus diperbaiki
Atta'awun Puncak Mosque;5;Fauzia Rachman;
Atta'awun Puncak Mosque;5;Karyono Karyono;
Atta'awun Puncak Mosque;5;Indriati Anis;Sejuk adem
Atta'awun Puncak Mosque;5;WIDODO;Mantul
Atta'awun Puncak Mosque;3;N Mz;Sayang kurang terawat
Atta'awun Puncak Mosque;4;Muhammad Aryanda Pratama;masjidnya udah tertata dengan rapi tapi tempat parkirnya masih berbatu
Atta'awun Puncak Mosque;4;ERESU;Sholat disini enak. Adem. Bagus. Walaupun tempat parkir kurang tertata dan banyak penjaga parkir dadakan
Atta'awun Puncak Mosque;5;Muhamad Arif Budiman;
Atta'awun Puncak Mosque;5;Desi Melda;Nyaman adem
Atta'awun Puncak Mosque;5;zulfikri;Mini waterfall :)
Atta'awun Puncak Mosque;5;Wels bro sidharta;Kondusif agar selamat diperjalanan
Atta'awun Puncak Mosque;5;Souma d'Hensem;
Atta'awun Puncak Mosque;5;Ima Mulkiatillah;
Atta'awun Puncak Mosque;5;Ari Naksa;
Atta'awun Puncak Mosque;5;R 1 NO;Tempat nya adem, sejuk dan nyaman.
Atta'awun Puncak Mosque;5;Siti nur Khotimatul faridah;
Atta'awun Puncak Mosque;5;henny hamzanih;
Atta'awun Puncak Mosque;4;Kris Biantoro;
Atta'awun Puncak Mosque;5;Amel Lia;Tempatnya sejuk saya sudah sering berkunjung ke masjid atta'wun, ini sya sangat suka sekali
Atta'awun Puncak Mosque;5;Hariyanto;
Atta'awun Puncak Mosque;5;Riyan Permana;
Atta'awun Puncak Mosque;5;Rafiki Khairal Harlan;"Mesjid tempat istirahat kalo tiap mau ke bdg/jkt via puncak, tempat solat nya adem pemandangan nya syahdu. Anakku tiap kesini selalu ikut main air disungai belakang mesjid nya, air nya jernih dingin😁
Tapi akses jln pas pintu parkir nya tolong dong diperbaiki, udh nanjak jalan nya jelek bgt. Sering banget ampir jatoh apalagi klo keadaan hujan bahaya banget.
Selebihnya oke sih, anggap aja lagi wisata gratis✨🤭"
Atta'awun Puncak Mosque;5;Rudi Setiabudi;
Atta'awun Puncak Mosque;5;Mr. Cen Auto;Subhanallah 🙏🙏
Atta'awun Puncak Mosque;5;Adi Sutikno;
Atta'awun Puncak Mosque;5;Hilda Windia;Beutiful mosque
Atta'awun Puncak Mosque;5;Leli Dewi Pramudyani;"Masjid di Puncak Cisarua Bogor,
Bersih
Sejuk
Ramai pengunjung
Sambil berwisata religi"
Atta'awun Puncak Mosque;2;editya putra;mesjidnya bersih, fasilitasnya mumpuni, namun parkiran mobil sangat Buruk dan tidak rata, paving banyak yang bolong bolong. Tidak ada stopper untuk ban sehingga tidak melihat banyak gundukan di depan. Selebihnya ok. Saran, jika mobil anda tinggi boleh saja. Klo tidak pasti gasruk.
Atta'awun Puncak Mosque;5;Hendro Pramoe;Masjid ini nyaman, tempat favorit keluarga untuk istirahat sejenak, tersedia kopi gratis dan WC yang terawat , serta taman untuk bermain anak
Atta'awun Puncak Mosque;5;aang sugiwa;"Masjid yg nyaman, ada taman asri yg sejuk dan segar, setelah shalat bisa ngopi""diluar /ambil foto buat kenangan"
Atta'awun Puncak Mosque;5;Sumarso Marso;
Atta'awun Puncak Mosque;5;Sujayanto;Masjid yg bagus. Tingkatkan keamanannya. Larang orang tua nyuapin makan anak di kolem belakang .. jadi jorok
Atta'awun Puncak Mosque;3;Rezza Okia;
Atta'awun Puncak Mosque;5;anang suryana;
Atta'awun Puncak Mosque;5;Madun Addakil;
Atta'awun Puncak Mosque;5;Triy Sutriyanto;"Baru kali ini bisa mampir di masjid
Ternyata besar juga masjidnya dan pemandangan dari atas sangat bagus"
Atta'awun Puncak Mosque;4;bagas manaf;Kurang terawat dan untuk masuk parkiran mobil seperti dihalangi oleh parkiran diluarnya
Atta'awun Puncak Mosque;5;Jamal Sudartono;
Atta'awun Puncak Mosque;5;Reni Indri;
Atta'awun Puncak Mosque;5;Ridwan Agustriady;Suasananya adem ayem enak wat ibadah
Atta'awun Puncak Mosque;5;SeptianN Hidayat;
Atta'awun Puncak Mosque;5;Faiq Azzam Ilyas;
Atta'awun Puncak Mosque;5;Violet Amelia;
Atta'awun Puncak Mosque;5;Arie Setiawan;"Masjid Besar di jalur Puncak ke Arah Cisarua... Parkir luas banyak warung makan di area parkiran....

Udara masih sejuk dan segar, dekat perkebunan teh"
Atta'awun Puncak Mosque;5;FAIRAL Cemplon;
Atta'awun Puncak Mosque;5;endang soekamtis;
Atta'awun Puncak Mosque;5;Fawwaz Asyraf Asrar;Masyaallah Masjidnya
Atta'awun Puncak Mosque;4;Zaki Haidir;
Atta'awun Puncak Mosque;5;Firman_Jaya24;Mesjid yg selalu ramai pengunjung, icon puncak bogor, suasana sejuk, bersih
Atta'awun Puncak Mosque;5;Tiara Alfarizi;Tenang
Atta'awun Puncak Mosque;1;Deny Wijaya;
Atta'awun Puncak Mosque;5;Nita Lutfiah;
Atta'awun Puncak Mosque;5;Hanifah Landry;
Atta'awun Puncak Mosque;5;Muhamad Ade Hidayatullah;
Atta'awun Puncak Mosque;5;zalfi dila;
Atta'awun Puncak Mosque;5;Danty Ameliaa;Enak, pelayanan Ramah, makanan dan minuman harga pun terjangkau,bakalan balik lgi deh
Atta'awun Puncak Mosque;5;Zaenalludin Dienz;"Subhaanallooh walhamdulillaah Allohu Akbar
Bisa melaksanakan ibadah sholat Jum'at di masjid At Ta'awun

Sesuatu buanget, karena moment yg jarang ditemukan selain hari libur"
Atta'awun Puncak Mosque;5;Nuginuri Nugi;
Atta'awun Puncak Mosque;5;Faulyna Nurhalysyah;
Atta'awun Puncak Mosque;5;Kholis Amarullah;Masjid Yang berada Di Puncak Raya Bogor. Menjadi salah satu icon Suci ditengah2 indahnya Puncak.
Atta'awun Puncak Mosque;5;Bramantio Ecko Pepe;Transit tengah malem, mantabbb dinginnya
Atta'awun Puncak Mosque;5;Yudy Yunardy;Good masjid for pray.
Atta'awun Puncak Mosque;5;Tiger Barito;Selalu mampir sini asal ke puncak
Atta'awun Puncak Mosque;5;Iskandar Mahmud;Masjid kebanggaan wikayah puncak
Atta'awun Puncak Mosque;5;Emy Sistia;
Atta'awun Puncak Mosque;5;Belva;"Huhuhuuu nyaman banget, sesekali aku kalau malem mampir kesana buat sholat, adem bangetttt apalagi pas jam 12. Btwww selalu nyaman sholat di masjid tersebut, bersih kamar mandinya, wudhunya, tempat sholatnya juga the besttt..... Biasanya dibuat orang"" Istirahat sebentar setelah sholat🤍🤍🤍"
Atta'awun Puncak Mosque;5;Lendra Channel;
Atta'awun Puncak Mosque;5;Aira Humaira;
Atta'awun Puncak Mosque;5;Adam Cholid Prawira;
Atta'awun Puncak Mosque;5;Muhamad Rakhmat;
Atta'awun Puncak Mosque;5;hermawan iwan;
Atta'awun Puncak Mosque;5;Heru Hidayat;Tempat yg tidak pernah bosan untuk dikunjungi.
Atta'awun Puncak Mosque;5;Yasmin Putri;
Atta'awun Puncak Mosque;5;Aziz Abdurrahman;Masya Allah dingin
Atta'awun Puncak Mosque;5;sebastian;Masjid yg terletak di kawasan puncak, posisi nya sangat pas.. vibes nya nyaman dan melepas lelah perjalanan..
Atta'awun Puncak Mosque;5;Makroji Oji;
Atta'awun Puncak Mosque;5;ndra widy;
Atta'awun Puncak Mosque;4;Senang Gowes (Alkhalifi Khoirul);Masjid dengan view syahdu d jalan utama puncak cisnjur. Area parkir pavingnya sudah mulai rusak
Atta'awun Puncak Mosque;5;Zamie Zam;Masjidnya bagus.. cm akses parkirannya rusak. Jalan nya pada hancur.
Atta'awun Puncak Mosque;5;Hamidah Fauziyyah;
Atta'awun Puncak Mosque;5;Ratna Ayu;
Atta'awun Puncak Mosque;5;Riyan Ferdiana7;
Atta'awun Puncak Mosque;5;Kartika Hardiani;
Atta'awun Puncak Mosque;5;Siti Maliha;
Atta'awun Puncak Mosque;5;Hermawan;
Atta'awun Puncak Mosque;5;Indra Lesmana;Pertama kali berkunjung ke masjid ini sangat berkesan sekali karena masjidnya penuh dan banyak orang2 yang dari luar kota berdatangan kemasjid itu untuk sholat ataupun kepentingan lainnya
Atta'awun Puncak Mosque;5;Imam Wahyu;
Atta'awun Puncak Mosque;5;gusarwb;
Atta'awun Puncak Mosque;5;Ahmad Riyadhus Shalihin;Terbaik
Atta'awun Puncak Mosque;5;Bambang Eko Wijayanto;
Atta'awun Puncak Mosque;5;Siti Khodijah;
Atta'awun Puncak Mosque;5;Azwar Anas;
Atta'awun Puncak Mosque;4;UK Nasution;
Atta'awun Puncak Mosque;5;agung sephandini;Masjid legendaris banget ini kl lewat selalu pengen mampir, banyak jajanan juga dan dingin di sini 😁
Atta'awun Puncak Mosque;5;Puji Astuti;
Atta'awun Puncak Mosque;5;Taufiq Rahman;Dingin seperti es
Atta'awun Puncak Mosque;5;E Faisal;"Istirahat dr cianjur
Sholat wajib dg suasana dalam masjid yg nyaman luas bersih dan terawat. Udara sejuk bikin hati tenang.
Airnya dingin banget bikin kaki jadi seger
Bisa sambil icip2 kuliner yg
lumayan banyak pilihan di halaman parkir...
Istirahat yg menyenangkan di masjid atta awun..."
Atta'awun Puncak Mosque;1;Robinson Alexander;
Atta'awun Puncak Mosque;5;Amboen Ya;Tempatnya bersih dan nyaman sejuk jugaa
Atta'awun Puncak Mosque;5;Nofarina Maulida;
Atta'awun Puncak Mosque;5;khoirul badar ismail;
Atta'awun Puncak Mosque;5;Saeful Bahri;
Atta'awun Puncak Mosque;5;kqmtlqh milmil;
Atta'awun Puncak Mosque;5;dede sudira;
Atta'awun Puncak Mosque;5;Jiyad Hanani;
Atta'awun Puncak Mosque;5;Dede Irawan;
Atta'awun Puncak Mosque;5;Muhammad Bagir;
Atta'awun Puncak Mosque;5;andi kurniawan;
Atta'awun Puncak Mosque;5;Noah eibibah fahala;Tempat ibadah yg paling sejuk
Atta'awun Puncak Mosque;5;Mamink Sandra88;
Atta'awun Puncak Mosque;5;Teuku Fahmi;Masjid iconik di Puncak yang harus disambangi. Rest area yang memadai, banyak jajanan yang buka 24 jam, view alam yang menarik + ditunjang penyediaan fasilitas ibadah yang sangat baik. Semoga masjid ini selalu menebarkan keberkahan untuk wilayah sekitarnya. Aamiiin...
Atta'awun Puncak Mosque;5;Agnin Dwi;
Atta'awun Puncak Mosque;5;Runje Muhammad Riswan;Tempat yang baik untuk beristirahat bagi para touringers, selain itu masjid ini bisa dikatakan sebagai destinasi wisata juga.
Atta'awun Puncak Mosque;5;aklam only;
Atta'awun Puncak Mosque;3;Ekstensi Manajemen Kelas A;
Atta'awun Puncak Mosque;5;Ammar Bahy Dafaa;
Atta'awun Puncak Mosque;5;Mumun Nyai;
Atta'awun Puncak Mosque;5;sandra novitasari;lokasinya sejuk dan asri, saya suka
Atta'awun Puncak Mosque;5;AR CHANEL28;Adem bersih wc nya
Atta'awun Puncak Mosque;5;irsan isnainy;
Atta'awun Puncak Mosque;5;Toko Buah dan Sayur;
Atta'awun Puncak Mosque;5;Umar Zaldy;MasyaAllah Masjid di puncak bogor yg sejuk dan tempat yg wajib di kunjungi ketika main ke puncak, di sempatkan utk mampir sholat. Masjid iconic nya puncak bogor
Atta'awun Puncak Mosque;5;Fahru rozi channel;
Atta'awun Puncak Mosque;5;Abdurrahman Abdul;
Atta'awun Puncak Mosque;5;H E R I;Harga makanan di area parkir hendaknya dicantumkankan agar konsumen bisa pesan sesuai kemampuan. Biaya parkir agar jangan terlalu mahal, ada maksimal perhari, misal parkir seharian maksimal 15 ribu untuk motor.  Mobil 25 ribu.
Atta'awun Puncak Mosque;1;Warsito Wani;
Atta'awun Puncak Mosque;5;Abi Marta;dingin
Atta'awun Puncak Mosque;5;Dzikry Nugraha;Dingin, syahdu, dingin, rapih dan nyaman... Dingin juga
Atta'awun Puncak Mosque;5;Khadafi Putara;MANTAP mesjidnya besar nyaman,sejuk,WC bersih air dingin top
Atta'awun Puncak Mosque;5;Mnur Maz nur165;
Atta'awun Puncak Mosque;5;Niti Dijaya;
Atta'awun Puncak Mosque;5;Topikk Topikk;
Atta'awun Puncak Mosque;5;chco_fan;Alhamdulillah sudah nyaman sekali masjid nya sayang untuk parkiran selalu padat mahal pula bayar parkir nya apa lagi yg berlama-lama,KLO parkir di luar ya 10-15rb kang parkir minta bahkan pernah dimintai 20rb untuk parkiran di pinggir karena didalam sudah full 🌝
Atta'awun Puncak Mosque;5;arhm2298;
Atta'awun Puncak Mosque;5;Donny s;love it
Atta'awun Puncak Mosque;4;zen user;
Atta'awun Puncak Mosque;5;Eko Slamet Prabowo (Bowo);
Atta'awun Puncak Mosque;4;Budi Pramono;Sudah banyak peningkatan semoga tambah lebih baik lagi
Atta'awun Puncak Mosque;5;Ridwan Arifin;
Atta'awun Puncak Mosque;5;Achmad Rifai;
Atta'awun Puncak Mosque;5;Fajar;Enak dan nyaman apalagi kalau kesananya malam
Atta'awun Puncak Mosque;5;fiki alien;
Atta'awun Puncak Mosque;5;Reza Maha;Istirahat solat zuhur di Puncak Bogor
Atta'awun Puncak Mosque;4;Ruch HHH;Selalu ramai pengunjungnya
Atta'awun Puncak Mosque;5;Nopianto Nofreelancer;
Atta'awun Puncak Mosque;5;Dee Dee;
Atta'awun Puncak Mosque;4;Intan Winarni;
Atta'awun Puncak Mosque;5;Bayu Sirojul kahfi (AjiBayu);
Atta'awun Puncak Mosque;5;Dwi Andriyanto;Sholat n rehat, tour lebaran 1446H
Atta'awun Puncak Mosque;5;Rizlan Badru kamal;
Atta'awun Puncak Mosque;5;Naufal Bungur;
Atta'awun Puncak Mosque;5;zulfakar apps;Good
Atta'awun Puncak Mosque;3;Syahrul Syah;
Atta'awun Puncak Mosque;3;Eka Resneti;
